[2024-10-25 12:50:08,856]  INFO {org.wso2.config.mapper.ConfigParser} - Overriding files in configuration directory /home/wso2carbon/wso2mi-4.2.0
[2024-10-25 12:50:30,414]  INFO {SequenceDeployer} - Sequence named 'UpdateAccountStatusForCASAInSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849829721WSO2MI-NBC-FCRCompositeExporter_1.0.0-SNAPSHOT.car/UpdateAccountStatusForCASAInSequence_1.0.0/UpdateAccountStatusForCASAInSequence-1.0.0.xml
[2024-10-25 12:50:30,428]  INFO {SequenceDeployer} - Sequence named 'WSO2MINBCFCRFaultSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849829721WSO2MI-NBC-FCRCompositeExporter_1.0.0-SNAPSHOT.car/WSO2MINBCFCRFaultSequence_1.0.0/WSO2MINBCFCRFaultSequence-1.0.0.xml
[2024-10-25 12:50:30,429]  INFO {SequenceDeployer} - Sequence named 'WSO2MINBCOutSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849829721WSO2MI-NBC-FCRCompositeExporter_1.0.0-SNAPSHOT.car/WSO2MINBCOutSequence_1.0.0/WSO2MINBCOutSequence-1.0.0.xml
[2024-10-25 12:50:30,431]  INFO {API} - {api:FCRAPI} Initializing API: FCRAPI
[2024-10-25 12:50:30,432]  INFO {APIDeployer} - API named 'FCRAPI' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849829721WSO2MI-NBC-FCRCompositeExporter_1.0.0-SNAPSHOT.car/FCRAPI_1.0.0/FCRAPI-1.0.0.xml
[2024-10-25 12:50:30,432]  INFO {CappDeployer} - Successfully Deployed Carbon Application : WSO2MI-NBC-FCRCompositeExporter_1.0.0-SNAPSHOT{super-tenant}
[2024-10-25 12:50:30,433]  INFO {ServiceCatalogDeployer} - Executing Service Catalog deployer for CApp : WSO2MI-NBC-FCRCompositeExporter_1.0.0-SNAPSHOT.car
[2024-10-25 12:50:30,537]  INFO {EndpointDeployer} - Endpoint named 'CustomerImageManagerSpiEP' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/CustomerImageManagerSpiEP_1.0.0/CustomerImageManagerSpiEP-1.0.0.xml
[2024-10-25 12:50:30,538]  INFO {EndpointDeployer} - Endpoint named 'CustomerManagerSpiEP' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/CustomerManagerSpiEP_1.0.0/CustomerManagerSpiEP-1.0.0.xml
[2024-10-25 12:50:30,539]  INFO {SequenceDeployer} - Sequence named 'AddCustomerImageInSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/AddCustomerImageInSequence_1.0.0/AddCustomerImageInSequence-1.0.0.xml
[2024-10-25 12:50:30,540]  INFO {SequenceDeployer} - Sequence named 'AddIndividualCorporateCustomerInSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/AddIndividualCorporateCustomerInSequence_1.0.0/AddIndividualCorporateCustomerInSequence-1.0.0.xml
[2024-10-25 12:50:30,623]  INFO {SequenceDeployer} - Sequence named 'DoDedupCustomerSearchInSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/DoDedupCustomerSearchInSequence_1.0.0/DoDedupCustomerSearchInSequence-1.0.0.xml
[2024-10-25 12:50:30,625]  INFO {SequenceDeployer} - Sequence named 'DoDedupCustomerSearchOutSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/DoDedupCustomerSearchOutSequence_1.0.0/DoDedupCustomerSearchOutSequence-1.0.0.xml
[2024-10-25 12:50:30,632]  INFO {SequenceDeployer} - Sequence named 'FaultSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/FaultSequence_1.0.0/FaultSequence-1.0.0.xml
[2024-10-25 12:50:30,633]  INFO {SequenceDeployer} - Sequence named 'InquireCustomerImageInSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/InquireCustomerImageInSequence_1.0.0/InquireCustomerImageInSequence-1.0.0.xml
[2024-10-25 12:50:30,634]  INFO {SequenceDeployer} - Sequence named 'InquireIndivdualCorporateCustWithAddInfoInSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/InquireIndivdualCorporateCustWithAddInfoInSequence_1.0.0/InquireIndivdualCorporateCustWithAddInfoInSequence-1.0.0.xml
[2024-10-25 12:50:30,635]  INFO {SequenceDeployer} - Sequence named 'ModifyCustomerForICInSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/ModifyCustomerForICInSequence_1.0.0/ModifyCustomerForICInSequence-1.0.0.xml
[2024-10-25 12:50:30,636]  INFO {SequenceDeployer} - Sequence named 'ModifyCustomerImageInSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/ModifyCustomerImageInSequence_1.0.0/ModifyCustomerImageInSequence-1.0.0.xml
[2024-10-25 12:50:30,637]  INFO {SequenceDeployer} - Sequence named 'ModifyCustomerInSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/ModifyCustomerInSequence_1.0.0/ModifyCustomerInSequence-1.0.0.xml
[2024-10-25 12:50:30,638]  INFO {SequenceDeployer} - Sequence named 'OutSequence' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/OutSequence_1.0.0/OutSequence-1.0.0.xml
[2024-10-25 12:50:30,638]  INFO {API} - {api:AccountOpeningAPI} Initializing API: AccountOpeningAPI
[2024-10-25 12:50:30,639]  INFO {APIDeployer} - API named 'AccountOpeningAPI' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830433WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car/AccountOpeningAPI_1.0.0/AccountOpeningAPI-1.0.0.xml
[2024-10-25 12:50:30,639]  INFO {CappDeployer} - Successfully Deployed Carbon Application : WSO2MIAccountOpeningFCRCompositeExporter_1.0.0{super-tenant}
[2024-10-25 12:50:30,639]  INFO {ServiceCatalogDeployer} - Executing Service Catalog deployer for CApp : WSO2MIAccountOpeningFCRCompositeExporter_1.0.0.car
[2024-10-25 12:50:30,718]  INFO {EndpointDeployer} - Endpoint named 'inquireLoanAccount_Ep' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830639inquireLoanAccountCompositeExporter_1.0.0-SNAPSHOT.car/inquireLoanAccount_Ep_1.0.0/inquireLoanAccount_Ep-1.0.0.xml
[2024-10-25 12:50:30,821]  INFO {API} - {api:inquireLoanAccountAPI} Initializing API: inquireLoanAccountAPI
[2024-10-25 12:50:30,822]  INFO {APIDeployer} - API named 'inquireLoanAccountAPI' has been deployed from file : /home/wso2carbon/wso2mi-4.2.0/tmp/carbonapps/-1234/1729849830639inquireLoanAccountCompositeExporter_1.0.0-SNAPSHOT.car/inquireLoanAccountAPI_1.0.0/inquireLoanAccountAPI-1.0.0.xml
[2024-10-25 12:50:30,822]  INFO {CappDeployer} - Successfully Deployed Carbon Application : inquireLoanAccountCompositeExporter_1.0.0-SNAPSHOT{super-tenant}
[2024-10-25 12:50:30,823]  INFO {ServiceCatalogDeployer} - Executing Service Catalog deployer for CApp : inquireLoanAccountCompositeExporter_1.0.0-SNAPSHOT.car
[2024-10-25 12:50:31,019]  INFO {PassThroughListeningIOReactorManager} - Pass-through HTTP Listener started on 0.0.0.0:8290
[2024-10-25 12:50:31,021]  INFO {PassThroughListeningIOReactorManager} - Pass-through HTTPS Listener started on 0.0.0.0:8253
[2024-10-25 12:50:31,023]  INFO {StartupFinalizer} - WSO2 Micro Integrator started in 22.18 seconds
[2024-10-25 12:50:31,141] ERROR {ServiceCatalogUtils} - Could not create temporary files
[2024-10-25 12:50:31,315]  INFO {ServiceCatalogUtils} - Successfully updated the service catalog
[2024-10-25 12:50:31,337] ERROR {ServiceCatalogUtils} - Could not create temporary files
[2024-10-25 12:50:31,537]  INFO {PassThroughListeningIOReactorManager} - Pass-through EI_INTERNAL_HTTP_INBOUND_ENDPOINT Listener started on 0.0.0.0:9201
[2024-10-25 12:50:31,637]  INFO {PassThroughListeningIOReactorManager} - Pass-through EI_INTERNAL_HTTPS_INBOUND_ENDPOINT Listener started on 0.0.0.0:9164
